Date,SVBFG,S&P 500 index,KBW bank index
11/2/2022,123.78,166.52,110.90
11/3/2022,120.63,164.76,109.32
11/4/2022,123.87,167.00,112.12
11/7/2022,123.70,168.60,112.91
11/8/2022,126.90,169.55,113.54
11/9/2022,121.02,166.03,111.05
11/10/2022,134.18,175.23,117.44
11/11/2022,136.89,176.85,118.61
11/14/2022,127.68,175.27,115.88
11/15/2022,139.40,176.80,116.40
11/16/2022,136.56,175.34,114.75
11/17/2022,129.34,174.79,113.33
11/18/2022,129.87,175.63,114.22
11/21/2022,124.98,174.94,114.61
11/22/2022,126.23,177.32,115.73
11/23/2022,129.10,178.37,116.10
11/25/2022,129.33,178.32,116.52
11/28/2022,126.38,175.56,113.88
11/29/2022,127.31,175.29,115.19
11/30/2022,134.66,180.71,117.49
12/1/2022,132.56,180.55,115.94
12/2/2022,130.68,180.34,114.80
12/5/2022,121.57,177.11,109.77
12/6/2022,116.35,174.56,107.97
12/7/2022,121.01,174.24,108.21
12/8/2022,129.35,175.55,108.41
12/9/2022,127.98,174.26,108.46
12/12/2022,129.79,176.74,110.07
12/13/2022,136.04,178.03,110.11
12/14/2022,133.96,176.95,108.24
12/15/2022,128.17,172.54,106.20
12/16/2022,123.98,170.62,105.40
12/19/2022,122.23,169.09,105.37
12/20/2022,123.44,169.26,105.47
12/21/2022,126.28,171.78,107.11
12/22/2022,125.38,169.30,106.64
12/23/2022,125.99,170.29,107.14
12/27/2022,125.56,169.60,107.52
12/28/2022,125.76,167.56,107.19
12/29/2022,136.32,170.49,109.01
12/30/2022,133.71,170.05,108.82
1/3/2023,130.85,169.37,109.47
1/4/2023,139.47,170.65,112.01
1/5/2023,135.13,168.66,110.77
1/6/2023,142.80,172.51,113.58
1/9/2023,144.92,172.38,113.08
1/10/2023,146.81,173.59,113.70
1/11/2023,148.15,175.82,114.71
1/12/2023,147.47,176.42,115.33
1/13/2023,146.83,177.12,116.13
1/17/2023,151.05,176.76,115.85
1/18/2023,146.40,174.01,112.88
1/19/2023,145.27,172.68,112.03
1/20/2023,169.32,175.95,115.53
1/23/2023,173.54,178.04,117.95
1/24/2023,167.53,177.91,117.22
1/25/2023,171.25,177.88,119.09
1/26/2023,171.75,179.84,120.26
1/27/2023,175.72,180.29,120.92
1/30/2023,170.79,177.95,119.82
1/31/2023,175.72,180.55,121.85
2/1/2023,182.07,182.44,122.53
2/2/2023,193.76,185.12,123.94
2/3/2023,187.78,183.21,123.57
2/6/2023,183.67,182.08,122.64
2/7/2023,187.86,184.43,124.19
2/8/2023,186.15,182.38,123.30
2/9/2023,183.53,180.77,121.44
2/10/2023,180.12,181.17,121.30
2/13/2023,181.01,183.24,122.61
2/14/2023,180.55,183.19,122.37
2/15/2023,184.03,183.70,122.34
2/16/2023,175.42,181.17,120.62
2/17/2023,170.11,180.66,120.70
2/21/2023,166.00,177.04,117.47
2/22/2023,167.06,176.77,117.07
2/23/2023,167.91,177.71,117.45
2/24/2023,164.37,175.83,117.69
2/27/2023,166.12,176.38,117.95
2/28/2023,167.39,175.84,118.31
3/1/2023,164.44,175.01,117.97
3/2/2023,161.03,176.34,115.86
3/3/2023,165.24,179.18,118.08
3/6/2023,164.44,179.31,117.60
3/7/2023,155.35,176.56,113.06
3/8/2023,155.61,176.81,112.19
3/9/2023,61.61,173.54,103.55
3/10/2023,,171.03,99.50
3/13/2023,,170.77,87.91
3/14/2023,,173.59,90.71
3/15/2023,,172.38,87.48
3/16/2023,,175.40,89.74
3/17/2023,,173.47,85.02
3/20/2023,,175.02,85.69
3/21/2023,,177.29,89.93
3/22/2023,,174.37,85.70
3/23/2023,,174.89,84.23
3/24/2023,,175.88,84.58
3/27/2023,,176.17,86.73
